都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,情報登録日,情報更新日,備考
26000,0000002962,京都府,京都市伏見区,齊藤酒造株式会社,サイトウシュゾウ,,,京都府京都市伏見区横大路三栖山城屋敷町105番地,,34.931844 ,135.752686 ,,,,,,,明治28年（1895）創業。大正4年（1915）に商標を「英勲」にする。日本酒は本来食事の際に一緒に飲んでもらう食中酒。いわば、主役の料理を引き立たせ、主役とともに味わいを楽しんでもらえる脇役。ならば、名脇役と呼ばれるような、助演男優賞をとれるような酒を造っていきたい。代表銘柄　古都千年　純米大吟醸〈精米歩合〉45％〈使用米〉京都府産米「祝」100％使用〈特徴〉酒造技術の枠を結集して、上品な味と香りに造り上げた純米大吟醸酒の逸品です。【販売店舗】蔵元ジェイアール京都伊勢丹（B1階）酒売場（TEL.075-342-5633）高島屋京都店（B1階）酒売場（TEL.075-221-8811）大丸京都店（B1階）酒売場（TEL.075-211-8111）,,京阪本線「伏見桃山」駅下車、徒歩18分近鉄京都線「桃山御陵前」下車、徒歩20分,,車椅子不可車椅子対応トイレ無し,齊藤酒造株式会社,075-611-2124,,,,http://www.eikun.com/,2009-07-13,2021-01-22,
26000,0000003121,京都府,京都市伏見区,黄桜株式会社,キザクラ,,,京都府京都市伏見区横大路下三栖梶原町53,,34.930068 ,135.748414 ,,,,,,,大正14年（1925）創業。黄桜とはサトザクラの一種で「うこん桜」とも呼ばれ、開花すると淡い黄緑色の花びらをつける。初代社長がこよなく愛し、銘柄の名前として採用した。「品質本位の酒造り」という企業姿勢のもと、時代にあった品質本位の製品づくりに取り組んでいる。代表銘柄「特撰　純米吟醸　黄桜」〈精米歩合〉60％〈主な使用米〉山田錦 ・雄町〈日本酒度〉+1（標準値）〈酸度〉1.4（標準値）〈アミノ酸度〉1.5（標準値）〈アルコール分〉16度〈特徴〉ふくよかな香りと濃厚な旨み、なめらかな味わいをお楽しみいただけます。,,,,,黄桜株式会社,075-611-4101,,,,http://www.kizakura.co.jp/,2009-07-13,2019-02-18,
26000,0000002964,京都府,京都市伏見区,株式会社北川本家,キタガワホンケ,,,京都府京都市伏見区村上町370-6,,34.932513 ,135.756683 ,,,,,,,明暦3年（1657）創業以来酒造り一筋三百余年。酒どころ伏見の老舗蔵元。代表銘柄「富翁　大吟醸山田錦」〈精米歩合〉39％以下〈主な使用米〉山田錦〈日本酒度〉+5〈酸度〉1.1〈アミノ酸度〉0.9〈アルコール度数〉15度〈特徴〉「富翁」には、飲む人の心まで豊かになるような酒を造りたい、そんな思いが込められている。【販売店舗】蔵元直営「おきな屋」（TEL.075-601-0783）伏見大手筋商店街「油長」（TEL.075-601-0147）ジェイアール京都伊勢丹（B1階）酒売場（TEL.075-352-1111）高島屋京都店（B1階）酒売場（TEL.075-221-8811）,,,,,株式会社北川本家,075-611-1271,,,,http://www.tomio-sake.co.jp/,2009-07-13,2021-01-22,
26000,0000002991,京都府,京都市伏見区,株式会社小山本家酒造京都伏見工場,コヤマホンケシュゾウキョウトフシミコウジョウ,,,京都府京都市伏見区新町2-504,,34.930478 ,135.762683 ,,,,,,,文化5年（1808）埼玉県で創業。平成7年（1995）に創業者、小山屋又兵衛の修行の地「伏見」において、小山本家酒造の第二の酒造蔵として稼働を開始し、伏見の名水を用いて、ソフトでふくよかな味わいの酒を醸している。代表銘柄「世界鷹」〈精米歩合〉40％〈主な使用米〉山田錦〈日本酒度〉+4〈酸度〉1.3,,,,,株式会社小山本家酒造京都伏見工場,075-622-2252,,,,,2009-07-13,2019-02-12,
26000,0000002987,京都府,京都市伏見区,月桂冠株式会社,ゲッケイカン,,,京都府京都市伏見区南浜町247,,34.929725 ,135.762203 ,,,,,,,月桂冠は1637年（寛永14年）京都伏見で創業。勝利と栄光のシンボル「月桂冠」を酒銘として採用。常に革新性・創造性をもってチャレンジを続けながらお客様に世界最高品質の商品を届けている。代表銘柄「月桂冠　特撰」〈アルコール度数〉16度以上17度未満〈特長〉優雅な香りと上品でふくらみのある風味の本醸造酒。IWC2018のSAKE部門で「グレートバリュー・アワード」を受賞（本醸造カテゴリーで「ゴールドメダル」も受賞）。,,,,,月桂冠株式会社,075-623-2001（代表）,,,,https://www.gekkeikan.co.jp/,2009-07-13,2019-10-23,
26000,0000003996,京都府,京都市伏見区,株式会社増田徳兵衞商店,マスダトクベエショウテン,,,京都府京都市伏見区下鳥羽長田町135,,34.940229 ,135.742642 ,休日：土曜日、日曜日、祝日,,,9時～17時,,,延宝3年（1675）創業。伏見でも古い歴史をもつ造り酒屋。「にごり酒」と「古酒」の元祖蔵元である。鳥羽の作り道に面し、かつては京から西国へ向かう公卿の中宿も努めた。「月の桂」の銘は姉小路有長という公卿に「かげ清き月の嘉都良の川水を夜々汲みて世々に栄えむ」と詠まれ命名。多くの作家や墨客に賛美され「文人の酒」とも呼ばれている。何よりも酒の「季節性」と「個性」を大切に育ててきた蔵元である。代表銘柄　「月の桂　祝米・純米大吟醸にごり酒」〈精米歩合〉50％〈使用米〉祝（京都伏見産）〈日本酒度〉+1〈酸度〉1.7〈アルコール度数〉16%〈特徴〉京都産・酒造好適米「祝」を伏見の農家と特別に契約、無農薬栽培で醸育。にごり酒の中でも最も贅沢な気品あふれる、フレッシュでシャープな味わいを持つ純米吟醸にごり酒、まさに「米のスパークリング」をお楽しみください。ニューヨークの四つ星レストランで使用。【販売店舗】蔵元伏見大手筋商店街「油長」（TEL.075-601-0147）ジェイアール京都伊勢丹（B1階）酒売場（TEL.075-352-1111〉中京区錦小路「津乃喜」商店（TEL.075-211-2441）,,,,,株式会社増田徳兵衞商店,075-611-5151,,,,http://www.tsukinokatsura.co.jp/,2009-07-13,2021-01-22,
26000,0000003995,京都府,京都市伏見区,キンシ正宗株式会社,キンシマサムネ,,,京都府京都市伏見区紙子屋町554番地1,,34.940612 ,135.762050 ,,,,,,,天明元年（1781）京都市中京区で創業。その後生産の増大に伴い、水の確保と製品販売のさいの流通の利点を求めて明治13年（1880）に伏見に移転。創業の地は現在「キンシ正宗　堀野記念館」として一般に公開。幕末から明治の京の造り酒屋の姿を留める記念館。又、併設している京都町屋麦酒醸造所では地ビールを醸造しています。代表銘柄「金鶴正宗　純米吟醸」〈精米歩合〉55％〈主な使用米〉祝 〈日本酒度〉+1.5〈酸度〉1.2〈アルコール度数〉15度以上16度未満〈特徴〉京都産祝を100%使用。上品な香りとやわらかい味わいが特徴。【販売店舗】蔵元「堀野記念館」（TEL.075-223-2072）伏見大手筋商店街「油長」（TEL.075-601-0147）ジェイアール京都伊勢丹（B1階）酒売場（TEL.075-352-1111）,,,,,キンシ正宗株式会社,075-611-5201,,,,http://www.kinshimasamune.com/,2009-07-13,2021-01-28,
26000,0000003997,京都府,京都市伏見区,松本酒造株式会社,マツモトシュゾウ,,,京都府京都市伏見区横大路三栖大黒町7,,34.933340 ,135.754287 ,,,,,,,寛政3年（1791）洛中東山で創業。伏見に移って来たのは大正11年（1922）のこと。手作りのよさを生かし、米のおいしさを十分に引き出すのが当社コンセプト。手間をかけるからこそ心がこもる。合理化した生産方法で製造された酒では味わえない風味や清酒の最も大切な特徴である。「味わい深い美味しさ」が楽しめる。代表銘柄「桃の滴」（特別純米酒）〈精米歩合〉60％〈主な使用米〉山田錦〈日本酒度〉+5〈酸度〉1.6〈アミノ酸度〉1.1〈アルコール度数〉15度〈特徴〉上品な美味しさとキレの良い酒質【販売店舗】小売酒販店、大手百貨店、スーパー,,,,見学不可,松本酒造株式会社,075-611-1238,,,,http://www.momonoshizuku.com/,2009-07-13,2021-01-22,
26000,0000000205,京都府,京都市伏見区,三宝院,サンボウイン,,,京都府京都市伏見区醍醐東大路町22,,34.952213 ,135.819548 ,休日：無休,,,3月～12月第1日曜日　9時～17時12月第1日曜日の翌日～2月末日　9時～16時30分※拝観受付は閉門30分前まで,,"拝観券【通常期】三宝院庭園、伽藍の2箇所　大人　1,000円　中学・高校生　700円　小学生以下無料【春期（3/20～5月G.W.最終日まで）】三宝院庭園、伽藍、霊宝館の3箇所　大人　1,500円　中学・高校生　1,000円　小学生以下無料",三宝院は醍醐寺の座主住坊で、玄関から表書院の間にある葵の間、秋草の間、勅使の間には、それぞれ石田幽汀作の「葵祭図」、長谷川一派の筆による「秋草図」「竹林花鳥図」がある。寝殿造りと書院造りを巧みに取り入れた表書院は国宝に指定。前には豊臣秀吉の設計と伝わる三宝院庭園が広がる。豪快な石組みと刈り込みが池や島と調和する造りで、国の特別名勝・特別史跡に指定されている。,,京阪バス「醍醐寺前」下車すぐ地下鉄東西線「醍醐」駅下車、徒歩10分,"普通車100台、バス8台、料金/普通車1,000円、バス2,000円※5時間を越える場合、普通車30分ごと100円、大型車30分ごと300円加算",車椅子一部可（ただし、三宝院殿舎内は不可、その他事前連絡にて要相談）車椅子対応トイレ有り,三宝院,075-571-0002,,,,https://www.daigoji.or.jp/,2009-07-13,2020-11-10,
26000,0000000760,京都府,京都市伏見区,魚三楼,ウオサブロウ,,,京都府京都市伏見区京町3丁目187,,34.932336 ,135.764743 ,休日：火曜日、夏季、年末年始,,,昼の部　11時30分～15時（入店は14時まで）夜の部　17時～22時（入店は19時30分まで）※日曜日は20時30分閉店、ただし月曜日が祝日の場合は日曜日22時まで、月曜日は20時30分閉店,,"会席　10,000円～季節膳　8,000円（サービス料、税別）お昼の花籠御膳　5,500円（税・サ込み）",明和元年（1764）創業の京料理の老舗で、名前の通り魚料理が自慢。鳥羽・伏見の戦では薩摩藩の料理方として御香宮へ出向いたという。店の表格子にはその時の銃弾跡が今なお残っている。,,京阪本線「伏見桃山」駅下車すぐ近鉄京都線「桃山御陵前」駅下車、徒歩2分,付近有料駐車場多数,車椅子可（要事前連絡）車椅子対応トイレ無し（手すりは付いています。）筆談対応可補助犬同行可,魚三楼,075-601-0061,,,,http://www.uosaburo.com/,2009-07-13,2021-01-14,要予約
26000,0000000764,京都府,京都市伏見区,御香宮神社,ゴコウノミヤジンジャ,,,京都府京都市伏見区御香宮門前町,,34.934755 ,135.767526 ,休日：石庭のみ行事により臨時休業有り,,,拝観自由,,石庭参拝料大人200円学生150円,平安時代の初め、この地に湧きでた香水が神社の名前の起こりとされ、地元では「ごこんさん」と呼ばれている。名水百選に選ばれている御香水の人気は高く、現在でも容器持参の人たちが大勢詰めかける。境内には本殿や表門、能舞台、絵馬堂など、桃山建築の特徴を持つ建物が目立つ。また、小堀遠州が伏見奉行所に作った庭園の石を移築した石庭があることでも知られている。※ご利益：安産、子育て、病気平癒,,市バス「御香宮前」下車近鉄京都線「桃山御陵前」駅下車、徒歩5分京阪本線「伏見桃山」駅下車、徒歩5分JR奈良線「桃山」駅下車、徒歩5分,普通車100台、昼間20分まで無料　以降40分毎に200円、上限800円※バスの駐車不可,,御香宮神社,075-611-0559,,,,,2009-07-13,2021-02-05,
26000,0000003425,京都府,京都市伏見区,月桂冠大倉記念館,ゲッケイカンオオクラキネンカン,,,京都府京都市伏見区南浜町247,,34.929148 ,135.761611 ,休日：お盆、年末年始,,,9時30分～16時30分（受付は16時まで）,,20歳以上　600円13歳～19歳　100円12歳以下無料（13歳以上はお土産付き）,酒の史料館。京都・伏見の歴史と酒文化、この地の酒造りの発展を牽引してきた月桂冠のスピリッツを感じることができる。見学後には、季節ごとに揃えたさまざまな日本酒のきき酒も。伏見城外堀だった宇治川派流にそって並ぶ酒蔵や、伝統ある数々の建物が、酒どころ伏見を彷彿とさせる。京都百景の一つ。所要時間／約1時間,,市バス「中書島」下車、徒歩5分京阪本線「中書島」駅下車、徒歩5分近鉄京都線「桃山御陵前」駅下車、徒歩10分,普通車22台、大型バス約4台,車椅子可,月桂冠大倉記念館,075-623-2056,,,,https://www.gekkeikan.co.jp/enjoy/museum/,2009-07-13,2021-02-03,
26000,0000003463,京都府,京都市伏見区,醍醐寺,ダイゴジ,,,京都府京都市伏見区醍醐東大路町22,,34.951033 ,135.819565 ,休日：無休,,,3月～12月第1日曜日　9時～17時12月第1日曜日の翌日～2月末日　9時～16時30分※拝観受付は閉門30分前まで,,"拝観券【通常期】三宝院庭園、伽藍の2箇所　大人　1,000円　中学・高校生　700円　小学生以下無料【春期（3/20～5月G.W.最終日まで）】三宝院庭園、伽藍、霊宝館の3箇所　大人　1,500円　中学・高校生　1,000円　小学生以下無料",貞観16年（874）に開かれた。豊臣秀吉が慶長3年（1598）に行った壮大な醍醐の花見で知られ、どっしりと落ちついた五重塔（国宝）は京都府内最古の木造建築物で、天暦5年（951）の建立。金堂（国宝）は豊臣秀吉の命によって、紀州（和歌山県）湯浅から移築されたもので、秀頼の時代、慶長5年（1600）に完成した。境内は下醍醐、上醍醐に分かれ、80余りの堂塔僧坊が散在する。,,京阪バス「醍醐寺前」下車すぐ地下鉄東西線「醍醐」駅下車、徒歩10分,"普通車100台、バス8台、料金/普通車1,000円、バス2,000円※5時間を越える場合、普通車30分ごと100円、大型車30分ごと300円加算",車椅子可（ただし、三宝院殿舎内は不可、その他事前連絡にて要相談）車椅子対応トイレ有り,醍醐寺,075-571-0002,,,,https://www.daigoji.or.jp/,2009-07-13,2020-11-10,
26000,0000006734,京都府,京都市伏見区,十二単記念撮影館 雪月花苑（株式会社弥栄）,ジュウニヒトエキネンサツエイカン セツゲツカエン（カブシキガイシャイヤサカ）,,,京都府京都市伏見区深草西浦町2丁目123-3,,34.960507 ,135.764198 ,休日：水曜日、年末年始（12/30～1/5）,,,9時30分～12時、13時30分～16時30分,,"2名　70,000円～※要事前予約",平安装束の魅力を広く知ってもらうため、男性には平安貴族の平服・直衣（のうし）を、女性には十二単などを着付けとともに希望者には歴史や文様などを解説。持参カメラにてスタッフが撮影。また、プロカメラマンによる記念撮影もできます。特別な記念日におすすめします。所要時間／2名2時間30分程,,京阪本線「龍谷大前深草」駅下車、徒歩10分地下鉄烏丸線「くいな橋」駅下車、徒歩15分,,,十二単記念撮影館 雪月花苑（株式会社弥栄）,075-642-1028,,,,http://www.iyasaka-kyoto.co.jp,2009-07-13,2019-10-01,
26000,0000003943,京都府,京都市伏見区,鳥せい本店,トリセイホンテン,,,京都府京都市伏見区上油掛町186,,34.931095 ,135.761989 ,休日：月曜日（12月及び祝日は除く）、年末年始,,,11時30分～23時（ラストオーダー22時30分）土曜日、日曜日、祝日は11時～23時,,"原酒　430円やきとり　140円～おきまりコース　2,400円～鶏水炊き・すきやき　3,400円",伏見の名水が育んだ銘酒、「神聖」の蔵元。酒蔵を改造した趣深い店内で洗練された鳥料理が味わえる。蔵元ならではの原酒、秘伝のタレで焼き上げた焼き鳥の味は格別。,,京阪本線「伏見桃山」駅下車、徒歩5分京阪本線「中書島」駅下車、徒歩7分近鉄京都線「桃山御陵前」駅下車、徒歩5分,30台,車椅子可（要事前連絡）車椅子対応トイレ有り,鳥せい本店,075-622-5533,,,,http://www.torisei.com/,2009-07-13,2019-02-12,
26000,0000003573,京都府,京都市伏見区,JR稲荷駅ランプ小屋,ジェイアールイナリエキランプゴヤ,,,京都府京都市伏見区深草稲荷御前町,,34.966597 ,135.770851 ,,,,平日、休日ともに日中,,無料（ただし、JR 利用者以外は入場券が必要）,明治12年（1879）の稲荷駅開設当時、機関車の前照灯として使われていたランプや合図灯、明治時代の時刻表など鉄道の歴史を物語る品々が展示されている。ランプ小屋自体、現存する国鉄最古の建物と言われており、一見の価値あり。,,JR奈良線「稲荷」駅下車,,車椅子不可（バリアフリー設備はありません。）車椅子対応トイレ有り（稲荷駅構内に有り）筆談対応可補助犬同行可（エレベーターなどの設備はありません。事前にご相談ください。）,JR西日本お客様センター,0570-00-2486,,,,,2009-07-13,2019-05-23,※内部は非公開です。
26000,0000000912,京都府,京都市伏見区,横大路運動公園,ヨコオオジウンドウコウエン,,,京都府京都市伏見区横大路下ノ坪1番地,,34.914746 ,135.732751 ,,,,,,,体育館、硬式野球場、野球場兼運動場、洋弓場、トレーニングルームを備えた運動公園として多くの競技に利用されている。園内には芝生広場、ジョギングコースなどもあり、気軽にスポーツを楽しむことができる。,,京阪本線「中書島」駅から市バス（20系統）で「南横大路」下車、徒歩10分京阪本線「淀」駅下車、徒歩30分,,車椅子一部可（体育館観戦のみ可。体育館のみエレベーター有り）車椅子対応トイレ有り筆談対応可点字ブロック有り補助犬同行可,横大路運動公園,075-611-9796,,,,,2009-07-13,2021-03-05,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・入館時の検温・アルコール、次亜塩素酸水での消毒・施設利用の際に体調管理などの書類提出依頼
26000,0000006760,京都府,京都市伏見区,伏見　力の湯,フシミ　チカラノユ,,,京都府京都市伏見区竹田青池町130,,34.957206 ,135.751276 ,休日：年中無休（年2回メンテナンス休あり）,,,月曜日～木曜日、日曜日、祝日　10時～23時金曜日、土曜日　10時～24時（最終受付は閉店の30分前まで）,,平日　大人　700円　小学生　350円　幼児　200円土曜日、日曜日、祝日　大人　800円　小学生　400円　幼児　250円,近郊から温泉を連日運ぶ天然温泉露天風呂や白湯、サウナを含め10種類のお風呂、また女性専用のシルク風呂と塩サウナ、岩盤浴もある。また、サウナも遠赤外線サウナ・ミストサウナの2種類あり、レストラン、野菜の直売やもみほぐし、あかすりもある複合施設です。※2021年1月15日よりタトゥーカバーシールを試験的に使用することにいたしました。詳細はホームページ（https://chikara-u.com/hotnews/2760/）をご確認ください。,,近鉄京都線「竹田」駅下車、2番出口から徒歩5分地下鉄烏丸線「竹田」駅下車、2番出口から徒歩5分名神高速道路「京都南」ICから約5分,160台※大型バス駐車可事前連絡が必要です。,車椅子一部可（脱衣所まで車椅子可能、浴室へは車椅子不可）車椅子対応トイレ有り筆談対応可,伏見　力の湯,075-645-4126,,,,https://www.chikara-u.com/,2009-07-13,2021-05-27,新型コロナウイルス感染症拡大防止対策として、・ガイドライン推進事業所ステッカー掲示・入館時の消毒、検温・従業員の検温と体調管理・噴霧器消毒を行っています。
26000,0000006774,京都府,京都市伏見区,湯～とぴあ　ダイゴ,ユ～トピア　ダイゴ,,,京都府京都市伏見区石田大受町11414,,34.942085 ,135.806154 ,休日：金曜日,,,平日　14時～24時日曜日、祝日　10時～24時,,大人　450円小人　150円乳幼児　60円,よもぎ、どくだみ、米ぬか、オリーブ、ラベンダーなどの薬草を使ったお風呂が週替りで2種類ずつ楽しめる。その他、バイブラバス、ジェットバス、漢方の湯、電気風呂、サウナなどもある。,,地下鉄東西線「石田」駅下車、徒歩5分,25台,車椅子不可,湯～とぴあ　ダイゴ,075-574-1126,,,,http://yutopia-daigo.jp,2009-07-13,2021-02-10,
26000,0000006844,京都府,京都市伏見区,京エコロジーセンター （京都市環境保全活動センター）,ミヤコエコロジーセンター,,,京都府京都市伏見区深草池ノ内町13,,34.955981 ,135.766160 ,休日：木曜日（祝日の場合は翌平日）、年末年始（12/28～1/3）,,,9時～21時（展示コーナー・木のおもちゃひろば・屋上は17時まで）,,入館無料※団体による館内の案内や学習プログラム体験は要予約（無料）,環境にやさしい活動の輪を広げる拠点施設。太陽光や地熱の利用、複層ガラス、外付けブラインド、雨水利用など環境に配慮した設備が導入されている。また、建物はリサイクル建材や珪藻土（けいそうど）、木材などの自然素材を使用し、展示として紹介。館内では、年齢別など対象者にあわせた学習プログラムを体験できるほか、地球温暖化防止、ごみ減量などに関する展示コーナー、図書・交流コーナーなどを設置。土曜日、日曜日、祝日を中心に環境イベントを開催。また、貸会場としてシアター（100～120人収容、イスのみ使用の場合）、会議室（18～24人）、リサイクル工房（20～30人）、エコ厨房（20～30人）がある。（貸会場利用は、要予約、有料）,,市バス「青少年科学センター前」下車京阪本線「藤森」駅下車、西へ徒歩約5分地下鉄烏丸線「竹田」駅下車、東へ徒歩約12分近鉄京都線「竹田」駅下車、東へ徒歩約12分,,車椅子可,京エコロジーセンター （京都市環境保全活動センター）,075-641-0911,,,,https://www.miyako-eco.jp/,2009-07-13,2021-02-03,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・一部施設の利用休止、不特定多数がふれる展示の利用制限、休止・貸会場の人数制限（通常時の半数）・図書コーナーは1時間以内の利用をお願い〈来館にあたってのお願い〉・発熱がある方、咳、のどの痛みがある方、体調のすぐれない方、陽性者と濃厚接触がある方、過去2週間以内に感染が拡大している国や地域への訪問歴がある方は来館をご遠慮ください。・館内ではマスクの着用、咳エチケット徹底、こまめな手洗いや手指消毒をお願いします。来館者間の距離を2メートル程度確保し、大きな声での会話はお控えください。以上に変更がある場合は、ホームページを随時更新しますので、ご確認ください。
26000,0000003710,京都府,京都市伏見区,寺田屋,テラダヤ,,,京都府京都市伏見区南浜町263,,34.930412 ,135.759577 ,休日：1/1～1/3、月曜日不定休,,,10時～16時（入館は15時40分まで）,,一般　400円　中学・高校・大学生（大学生学生証提示）　小学生　200円身障者手帳掲示の方は通常料金より一律100円引き,明治維新の立役者、坂本龍馬が身を寄せた船宿。文久2年（1862）4月23日討幕急進派がこの寺田屋に結集し決起を企てた「寺田屋騒動」は有名。鳥羽伏見の戦いで罹災しており、現在の建物はその後再建されたものである。,,市バス「京橋」下車、徒歩1分京阪本線「中書島」駅下車、徒歩5分近鉄京都線「桃山御陵前」駅下車、徒歩15分,,車椅子1階一部可（当館設置の小型1台のみ利用可能で付き添いの方の同行をお願いしています。）補助犬同行一部可（建物上、段差・頭上の低いところなどが有るため、補助犬は玄関内で預かり、付き添いの方の同行をお願いしています。）,寺田屋,075-622-0243,,,,,2009-07-13,2021-03-05,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・新型コロナウイルス感染拡大予防ガイドライン推進事業所ステッカー掲示・入館時のマスク着用、検温、消毒の実施・館内換気のため、窓の開放（常時）、エアコンによる室内温度調節の中止・京都市あんしん追跡サービスの登録、または入館者名簿の記入実施・従業員の検温、体調報告の実施
26000,0000003709,京都府,京都市伏見区,大橋家庭園（苔涼庭）,オオハシケテイエン（タイリョウテイ）,,,京都府京都市伏見区深草開土町16469,,34.968621 ,135.773415 ,休日：水曜日、木曜日、8/14～8/16、12/26～1/3,,,10時～16時30分,,大人　500円（450円）小・中学生　400円（350円）（ ）内は団体（20名以上）料金,大正2年（1913）に造られた京都最古の水琴窟の音を楽しめる苔涼庭（たいりょうてい）。京都市の登録文化財。,,JR奈良線「稲荷」駅下車、徒歩5分京阪本線「伏見稲荷」駅下車、徒歩7分,1～2台,車椅子不可,大橋家庭園（苔涼庭）,075-641-1346,,,,,2009-07-13,2021-03-12,修学旅行生は人数に限らず団体料金※個人宅のため、必ず1週間以前に要予約※新型コロナウイルス感染症拡大防止のため休園しています。
26000,0000003568,京都府,京都市伏見区,乃木神社宝物館,ノギジンジャホウモツカン,,,京都府京都市伏見区桃山町板倉周防,,34.933168 ,135.776372 ,休日：年中無休（臨時休館の場合あり）,,,9時～16時,,一般・中学・高校・大学生　100円小学生　50円,乃木将軍が身につけていた軍服や、愛用品、遺書をはじめとした書状等、遺品を展示。境内には、旅順攻撃の際に司令部とした中国の民家や、山口県の旧邸が復元されている。,,近鉄京都線「桃山御陵前」駅下車京阪本線「伏見桃山」駅下車JR奈良線「桃山」駅下車,5台分,,乃木神社宝物館,075-601-5472,,,,http://nogi-jinja.jp/web/,2009-07-13,2019-02-18,
26000,0000003567,京都府,京都市伏見区,伏見城跡出土遺物展示室,フシミジョウセキシュツドイブツテンジシツ,,,京都府京都市伏見区御香宮門前町174　御香宮神社内,,34.934396 ,135.767237 ,休日：行事により、臨時休業有り,,,9時～15時30分,,無料,伏見城の遺構調査や下水道工事の際に出土した瓦を展示している。大名屋敷の家紋入りの軒丸瓦や伏見城の鯱の断片など100点余り。,,近鉄京都線「桃山御陵前」駅下車京阪本線「伏見桃山」駅下車JR奈良線「桃山」駅下車市バス「御香宮前」下車,普通車100台、昼間20分まで無料　以降40分毎に200円、上限800円※バスの駐車不可,車椅子可,伏見城跡出土遺物展示室,075-611-0559,,,,,2009-07-13,2021-02-05,
26000,0000003570,京都府,京都市伏見区,醍醐寺霊宝館,ダイゴジレイホウカン,,,京都府京都市伏見区醍醐東大路町22,,34.951033 ,135.819564 ,休日：無休※ただし、臨時休館有り（要確認）,,,3月～12月第1日曜日　9時～17時12月第1日曜日の翌日～2月末日　9時～16時30分※拝観受付は閉門30分前まで,,"拝観券【通常期】三宝院庭園、伽藍の2箇所　大人　1,000円　中学・高校生　700円　小学生以下無料【春期（3/20～5月G.W.最終日まで）】三宝院庭園、伽藍、霊宝館の3箇所　大人　1,500円　中学・高校生　1,000円　小学生以下無料",醍醐寺は貞観16年（874）創建という古い歴史を持ち、五重塔など貴重な建物が多く、寺全体が史跡に指定されている。醍醐寺には、国宝・重要文化財を含む10万点以上の寺宝が伝承されており、霊宝館にて一般に順次公開されている。,,京阪バス「醍醐寺前」下車すぐ地下鉄東西線「醍醐」駅下車、徒歩10分,"普通車100台、バス8台、料金/普通車1,000円、バス2,000円※5時間を越える場合、普通車30分ごと100円、大型車30分ごと300円加算",車椅子可（ただし、三宝院殿舎内は不可、その他事前連絡にて要相談）車椅子対応トイレ有り,醍醐寺霊宝館,075-571-0002,,,,https://www.daigoji.or.jp/,2009-07-13,2020-11-10,
26000,0000003569,京都府,京都市伏見区,藤森神社宝物殿,フジノモリジンジャホウモツデン,,,京都府京都市伏見区深草鳥居崎町609,,34.950523 ,135.771819 ,休日：44321,,,9時～17時※新型コロナウイルスの状況により、開館時間が短縮することがあります。（9時～16時）,,志納金,藤森神社は古くより勝運と学問の神社として知られ、宝物殿には、火縄銃や重文の鎧、刀剣類が展示されている。また、馬の社としても有名で馬の博物館も併設されており、競馬ファンも多く参拝に訪れる。6月には、境内2ヶ所の紫陽花苑に色とりどりの紫陽花が咲きほこる『紫陽花の宮』としても知られている。,,JR奈良線「JR藤森」駅下車、徒歩5分京阪本線「墨染」駅下車、徒歩7分,,車椅子不可,藤森神社宝物殿,075-641-1045,,,,http://www.fujinomorijinjya.or.jp/,2009-07-13,2021-02-08,
26000,0000006104,京都府,京都市伏見区,キザクラカッパカントリー,キザクラカッパカントリー,,,京都府京都市伏見区塩屋町228,,34.930861 ,135.760290 ,休日：12/31～1/1,,,11時30分～14時30分（ラストオーダー14時）、17時～21時30分（ラストオーダー20時50分）土曜日、日曜日、祝日は11時～14時30分（ラストオーダー14時）、17時～21時30分（ラストオーダー20時50分）,,グラス（275ml）500円（税込）ジョッキ（425ml）690円（税込）,〈地ビール〉名水で知られる酒処伏見の地下水「伏水」を使った地ビールはアルト、ケルシュ（約5％）、蔵のかほり（約4％）ほか定番が六種ある。上面発酵。特に蔵のかほりは黄桜の清酒酵母で仕込み、清酒のような香りが楽しめる。季節により限定品も有り。清酒でおなじみの黄桜の酒蔵を改装した館内には麦酒工房やレストランがあり、季節ごとの当店限定生酒や新鮮なビールを味わうことができる。,,京阪本線「中書島」駅、または京阪本線「伏見桃山」駅下車、徒歩7分近鉄京都線「桃山御陵前」駅下車、徒歩8分,普通車20台、バス4台,車椅子可（要事前連絡）車椅子対応トイレ有り補助犬同行可,キザクラカッパカントリー,075-611-9919,,,,http://www.kizakura.co.jp/,2009-07-13,2021-03-05,
